,two-yes,two-no,ya-ns,ys-na,Total,fileId,iId
33_10,0,1,0,1,2,33,10
33_11,0,1,0,1,2,33,11
33_12,1,1,0,0,2,33,12
33_13,0,1,0,1,2,33,13
33_14,0,1,1,0,2,33,14
33_15,1,1,0,0,2,33,15
33_16,0,0,2,0,2,33,16
33_17,2,0,0,0,2,33,17
33_18,1,1,0,0,2,33,18
33_19,1,1,0,0,2,33,19
33_20,1,1,0,0,2,33,20
33_21,1,0,1,0,2,33,21
33_22,0,1,1,0,2,33,22
33_23,0,1,0,1,2,33,23
33_24,2,0,0,0,2,33,24
33_25,2,0,0,0,2,33,25
33_26,2,0,0,0,2,33,26
33_27,2,0,0,0,2,33,27
33_28,2,0,0,0,2,33,28
34_0,2,0,0,0,2,34,0
34_1,1,1,0,0,2,34,1
34_2,2,0,0,0,2,34,2
34_3,1,0,1,0,2,34,3
34_4,2,0,0,0,2,34,4
34_5,1,0,1,0,2,34,5
34_6,1,0,0,1,2,34,6
34_7,0,1,0,1,2,34,7
34_8,1,0,1,0,2,34,8
34_9,2,0,0,0,2,34,9
34_10,0,1,0,1,2,34,10
34_11,0,1,0,1,2,34,11
34_12,0,1,0,1,2,34,12
34_13,0,1,0,1,2,34,13
34_14,1,0,1,0,2,34,14
34_15,1,0,1,0,2,34,15
34_16,0,1,0,1,2,34,16
34_17,1,0,1,0,2,34,17
34_18,1,1,0,0,2,34,18
34_19,2,0,0,0,2,34,19
34_20,0,1,1,0,2,34,20
34_21,0,2,0,0,2,34,21
34_22,1,1,0,0,2,34,22
34_23,1,1,0,0,2,34,23
34_24,2,0,0,0,2,34,24
34_25,1,0,0,1,2,34,25
34_26,2,0,0,0,2,34,26
34_27,1,1,0,0,2,34,27
34_28,1,0,1,0,2,34,28
34_29,0,1,0,1,2,34,29
34_30,2,0,0,0,2,34,30
34_31,0,1,0,1,2,34,31
34_32,2,0,0,0,2,34,32
34_33,2,0,0,0,2,34,33
34_34,2,0,0,0,2,34,34
34_35,0,1,0,1,2,34,35
34_36,2,0,0,0,2,34,36
34_37,2,0,0,0,2,34,37
34_38,2,0,0,0,2,34,38
34_39,2,0,0,0,2,34,39
34_40,2,0,0,0,2,34,40
34_41,1,0,0,1,2,34,41
34_42,0,1,0,1,2,34,42
34_43,0,1,0,1,2,34,43
35_0,1,0,1,0,2,35,0
35_1,2,0,0,0,2,35,1
35_2,1,0,1,0,2,35,2
35_3,1,0,1,0,2,35,3
35_4,2,0,0,0,2,35,4
35_5,1,0,1,0,2,35,5
35_6,2,0,0,0,2,35,6
35_7,2,0,0,0,2,35,7
35_8,0,1,1,0,2,35,8
35_9,0,1,0,1,2,35,9
35_10,2,0,0,0,2,35,10
35_11,2,0,0,0,2,35,11
35_12,1,0,0,1,2,35,12
35_13,1,1,0,0,2,35,13
35_14,2,0,0,0,2,35,14
35_15,2,0,0,0,2,35,15
35_16,1,0,0,1,2,35,16
35_17,1,1,0,0,2,35,17
35_18,2,0,0,0,2,35,18
35_19,2,0,0,0,2,35,19
36_0,2,0,0,0,2,36,0
36_1,0,1,1,0,2,36,1
36_2,2,0,0,0,2,36,2
36_3,2,0,0,0,2,36,3
36_4,2,0,0,0,2,36,4
36_5,2,0,0,0,2,36,5
36_6,0,0,2,0,2,36,6
36_7,1,0,1,0,2,36,7
36_8,1,1,0,0,2,36,8
36_9,0,0,2,0,2,36,9
36_10,2,0,0,0,2,36,10
36_11,2,0,0,0,2,36,11
36_12,2,0,0,0,2,36,12
36_13,2,0,0,0,2,36,13
36_14,2,0,0,0,2,36,14
36_15,2,0,0,0,2,36,15
36_16,2,0,0,0,2,36,16
36_17,2,0,0,0,2,36,17
36_18,2,0,0,0,2,36,18
36_19,2,0,0,0,2,36,19
37_0,1,0,0,1,2,37,0
37_1,2,0,0,0,2,37,1
37_2,2,0,0,0,2,37,2
37_3,2,0,0,0,2,37,3
37_4,2,0,0,0,2,37,4
37_5,2,0,0,0,2,37,5
37_6,2,0,0,0,2,37,6
37_7,1,0,1,0,2,37,7
37_8,2,0,0,0,2,37,8
37_9,2,0,0,0,2,37,9
37_10,2,0,0,0,2,37,10
37_11,2,0,0,0,2,37,11
37_12,2,0,0,0,2,37,12
37_13,2,0,0,0,2,37,13
37_14,2,0,0,0,2,37,14
37_15,2,0,0,0,2,37,15
37_16,2,0,0,0,2,37,16
37_17,0,0,2,0,2,37,17
37_18,2,0,0,0,2,37,18
37_19,2,0,0,0,2,37,19
38_0,1,0,1,0,2,38,0
38_1,1,0,1,0,2,38,1
38_2,1,0,1,0,2,38,2
38_3,2,0,0,0,2,38,3
38_4,1,0,1,0,2,38,4
38_5,2,0,0,0,2,38,5
38_6,1,0,1,0,2,38,6
38_7,2,0,0,0,2,38,7
38_8,1,1,0,0,2,38,8
38_9,1,0,1,0,2,38,9
38_10,2,0,0,0,2,38,10
38_11,2,0,0,0,2,38,11
38_12,2,0,0,0,2,38,12
38_13,2,0,0,0,2,38,13
38_14,2,0,0,0,2,38,14
38_15,2,0,0,0,2,38,15
38_16,2,0,0,0,2,38,16
38_17,1,0,0,1,2,38,17
38_18,2,0,0,0,2,38,18
38_19,2,0,0,0,2,38,19
39_0,1,0,1,0,2,39,0
39_1,2,0,0,0,2,39,1
39_2,1,0,1,0,2,39,2
39_3,0,1,0,1,2,39,3
39_4,2,0,0,0,2,39,4
39_5,0,1,0,1,2,39,5
39_6,2,0,0,0,2,39,6
39_7,0,1,0,1,2,39,7
39_8,1,0,0,1,2,39,8
39_9,0,0,2,0,2,39,9
39_10,1,0,1,0,2,39,10
39_11,0,1,0,1,2,39,11
39_12,2,0,0,0,2,39,12
39_13,0,1,0,1,2,39,13
39_14,1,0,0,1,2,39,14
39_15,2,0,0,0,2,39,15
39_16,2,0,0,0,2,39,16
39_17,1,0,1,0,2,39,17
39_18,2,0,0,0,2,39,18
39_19,0,1,1,0,2,39,19
40_0,0,0,2,0,2,40,0
40_1,1,1,0,0,2,40,1
40_2,0,0,2,0,2,40,2
40_3,1,1,0,0,2,40,3
40_4,0,0,1,1,2,40,4
40_5,0,1,0,1,2,40,5
40_6,1,0,1,0,2,40,6
40_7,0,0,1,1,2,40,7
40_8,0,1,0,1,2,40,8
40_9,1,1,0,0,2,40,9
40_10,1,1,0,0,2,40,10
40_11,2,0,0,0,2,40,11
40_12,2,0,0,0,2,40,12
40_13,2,0,0,0,2,40,13
40_14,1,1,0,0,2,40,14
40_15,0,1,1,0,2,40,15
40_16,2,0,0,0,2,40,16
40_17,2,0,0,0,2,40,17
40_18,2,0,0,0,2,40,18
40_19,0,1,1,0,2,40,19
40_20,0,1,1,0,2,40,20
41_0,0,1,1,0,2,41,0
41_1,2,0,0,0,2,41,1
41_2,0,1,1,0,2,41,2
41_3,0,1,1,0,2,41,3
41_4,2,0,0,0,2,41,4
41_5,2,0,0,0,2,41,5
41_6,2,0,0,0,2,41,6
41_7,0,1,0,1,2,41,7
41_8,2,0,0,0,2,41,8
41_9,0,1,1,0,2,41,9
41_10,2,0,0,0,2,41,10
41_11,1,1,0,0,2,41,11
41_12,2,0,0,0,2,41,12
41_13,2,0,0,0,2,41,13
41_14,2,0,0,0,2,41,14
41_15,2,0,0,0,2,41,15
41_16,0,1,0,1,2,41,16
41_17,1,1,0,0,2,41,17
41_18,2,0,0,0,2,41,18
41_19,1,1,0,0,2,41,19
42_0,0,0,2,0,2,42,0
42_1,2,0,0,0,2,42,1
42_2,2,0,0,0,2,42,2
42_3,2,0,0,0,2,42,3
42_4,2,0,0,0,2,42,4
42_5,2,0,0,0,2,42,5
42_6,2,0,0,0,2,42,6
42_7,2,0,0,0,2,42,7
42_8,1,0,1,0,2,42,8
42_9,1,0,1,0,2,42,9
42_10,2,0,0,0,2,42,10
42_11,2,0,0,0,2,42,11
42_12,2,0,0,0,2,42,12
42_13,2,0,0,0,2,42,13
42_14,2,0,0,0,2,42,14
42_15,2,0,0,0,2,42,15
42_16,2,0,0,0,2,42,16
42_17,2,0,0,0,2,42,17
42_18,2,0,0,0,2,42,18
42_19,2,0,0,0,2,42,19
43_0,2,0,0,0,2,43,0
43_1,2,0,0,0,2,43,1
43_2,1,0,1,0,2,43,2
43_3,2,0,0,0,2,43,3
43_4,2,0,0,0,2,43,4
43_5,0,1,1,0,2,43,5
43_6,0,0,2,0,2,43,6
43_7,0,1,1,0,2,43,7
43_8,1,0,1,0,2,43,8
43_9,0,2,0,0,2,43,9
43_10,2,0,0,0,2,43,10
43_11,0,2,0,0,2,43,11
43_12,2,0,0,0,2,43,12
43_13,2,0,0,0,2,43,13
43_14,0,1,1,0,2,43,14
43_15,1,0,0,1,2,43,15
43_16,2,0,0,0,2,43,16
43_17,2,0,0,0,2,43,17
43_18,0,0,2,0,2,43,18
43_19,1,0,0,1,2,43,19
44_0,2,0,0,0,2,44,0
44_1,1,0,0,1,2,44,1
44_2,2,0,0,0,2,44,2
44_3,1,0,1,0,2,44,3
44_4,2,0,0,0,2,44,4
44_5,0,1,0,1,2,44,5
44_6,1,0,0,1,2,44,6
44_7,2,0,0,0,2,44,7
44_8,2,0,0,0,2,44,8
44_9,0,1,1,0,2,44,9
44_10,1,0,0,1,2,44,10
44_11,0,0,2,0,2,44,11
44_12,1,1,0,0,2,44,12
44_13,2,0,0,0,2,44,13
44_14,1,1,0,0,2,44,14
44_15,2,0,0,0,2,44,15
44_16,0,1,0,1,2,44,16
44_17,0,0,2,0,2,44,17
44_18,1,0,0,1,2,44,18
44_19,0,0,2,0,2,44,19
44_20,2,0,0,0,2,44,20
44_21,2,0,0,0,2,44,21
44_22,2,0,0,0,2,44,22
44_23,2,0,0,0,2,44,23
44_24,2,0,0,0,2,44,24
44_25,2,0,0,0,2,44,25
44_26,1,0,1,0,2,44,26
44_27,2,0,0,0,2,44,27
44_28,2,0,0,0,2,44,28
44_29,2,0,0,0,2,44,29
45_0,2,0,0,0,2,45,0
45_1,2,0,0,0,2,45,1
45_2,2,0,0,0,2,45,2
45_3,0,1,0,1,2,45,3
45_4,1,1,0,0,2,45,4
45_5,2,0,0,0,2,45,5
45_6,2,0,0,0,2,45,6
45_7,1,1,0,0,2,45,7
45_8,0,1,0,1,2,45,8
45_9,2,0,0,0,2,45,9
45_10,2,0,0,0,2,45,10
45_11,1,0,1,0,2,45,11
45_12,1,0,1,0,2,45,12
45_13,1,0,1,0,2,45,13
45_14,1,0,1,0,2,45,14
45_15,1,1,0,0,2,45,15
45_16,1,0,1,0,2,45,16
45_17,2,0,0,0,2,45,17
45_18,1,0,1,0,2,45,18
45_19,1,0,1,0,2,45,19
45_21,1,0,1,0,2,45,21
45_22,0,1,0,1,2,45,22
45_23,1,1,0,0,2,45,23
45_24,2,0,0,0,2,45,24
45_25,2,0,0,0,2,45,25
45_26,2,0,0,0,2,45,26
45_27,0,2,0,0,2,45,27
45_28,1,1,0,0,2,45,28
45_29,0,1,0,1,2,45,29
45_30,0,1,0,1,2,45,30
45_31,0,1,1,0,2,45,31
45_32,0,2,0,0,2,45,32
45_33,0,2,0,0,2,45,33
45_34,0,2,0,0,2,45,34
46_0,2,0,0,0,2,46,0
46_1,2,0,0,0,2,46,1
46_2,1,0,1,0,2,46,2
46_3,2,0,0,0,2,46,3
46_4,2,0,0,0,2,46,4
46_5,0,0,2,0,2,46,5
46_6,2,0,0,0,2,46,6
46_7,2,0,0,0,2,46,7
46_8,0,1,0,1,2,46,8
46_9,2,0,0,0,2,46,9
46_10,0,1,1,0,2,46,10
46_11,0,1,0,1,2,46,11
46_12,2,0,0,0,2,46,12
46_13,2,0,0,0,2,46,13
46_14,1,0,0,1,2,46,14
46_15,0,2,0,0,2,46,15
46_16,2,0,0,0,2,46,16
46_17,2,0,0,0,2,46,17
46_18,1,0,0,1,2,46,18
46_19,2,0,0,0,2,46,19
46_20,2,0,0,0,2,46,20
46_21,1,1,0,0,2,46,21
46_22,2,0,0,0,2,46,22
46_23,2,0,0,0,2,46,23
46_24,2,0,0,0,2,46,24
46_25,1,1,0,0,2,46,25
46_26,2,0,0,0,2,46,26
46_27,0,1,0,1,2,46,27
46_28,2,0,0,0,2,46,28
46_29,0,1,1,0,2,46,29
46_30,0,0,2,0,2,46,30
46_31,0,2,0,0,2,46,31
46_32,2,0,0,0,2,46,32
46_33,2,0,0,0,2,46,33
46_34,2,0,0,0,2,46,34
47_0,2,0,0,0,2,47,0
47_1,2,0,0,0,2,47,1
47_2,2,0,0,0,2,47,2
47_3,2,0,0,0,2,47,3
47_4,1,1,0,0,2,47,4
47_5,2,0,0,0,2,47,5
47_6,2,0,0,0,2,47,6
47_7,2,0,0,0,2,47,7
47_8,0,0,2,0,2,47,8
47_9,2,0,0,0,2,47,9
47_10,2,0,0,0,2,47,10
47_11,2,0,0,0,2,47,11
47_12,2,0,0,0,2,47,12
47_13,2,0,0,0,2,47,13
47_14,2,0,0,0,2,47,14
47_15,2,0,0,0,2,47,15
47_16,1,1,0,0,2,47,16
47_17,1,0,0,1,2,47,17
47_18,0,0,2,0,2,47,18
47_19,2,0,0,0,2,47,19
48_0,2,0,0,0,2,48,0
48_1,2,0,0,0,2,48,1
48_2,2,0,0,0,2,48,2
48_3,2,0,0,0,2,48,3
48_4,1,1,0,0,2,48,4
48_5,2,0,0,0,2,48,5
48_6,2,0,0,0,2,48,6
48_7,2,0,0,0,2,48,7
48_8,1,0,0,1,2,48,8
48_9,1,0,0,1,2,48,9
48_10,0,0,1,1,2,48,10
48_11,1,0,0,1,2,48,11
48_12,1,0,0,1,2,48,12
48_13,0,1,1,0,2,48,13
48_14,1,0,1,0,2,48,14
48_15,2,0,0,0,2,48,15
48_16,2,0,0,0,2,48,16
48_17,1,0,1,0,2,48,17
48_18,1,1,0,0,2,48,18
48_19,1,1,0,0,2,48,19
49_0,2,0,0,0,2,49,0
49_1,0,1,0,1,2,49,1
49_2,2,0,0,0,2,49,2
49_3,2,0,0,0,2,49,3
49_4,2,0,0,0,2,49,4
49_5,1,0,0,1,2,49,5
49_6,2,0,0,0,2,49,6
49_7,2,0,0,0,2,49,7
49_8,2,0,0,0,2,49,8
49_9,2,0,0,0,2,49,9
49_10,0,1,1,0,2,49,10
49_11,1,0,0,1,2,49,11
49_12,0,1,0,1,2,49,12
49_13,2,0,0,0,2,49,13
49_14,0,2,0,0,2,49,14
49_15,0,1,0,1,2,49,15
49_16,0,2,0,0,2,49,16
49_17,0,2,0,0,2,49,17
49_18,1,0,0,1,2,49,18
49_19,2,0,0,0,2,49,19
49_20,1,0,0,1,2,49,20
49_21,2,0,0,0,2,49,21
49_22,1,0,0,1,2,49,22
49_23,0,0,1,1,2,49,23
49_24,2,0,0,0,2,49,24
49_25,0,1,1,0,2,49,25
49_26,0,1,1,0,2,49,26
49_27,1,0,1,0,2,49,27
49_28,1,1,0,0,2,49,28
49_29,0,1,0,1,2,49,29
49_30,0,2,0,0,2,49,30
49_31,0,1,0,1,2,49,31
49_32,2,0,0,0,2,49,32
49_33,1,1,0,0,2,49,33
49_34,1,0,1,0,2,49,34
49_35,0,1,0,1,2,49,35
49_36,1,0,1,0,2,49,36
49_37,2,0,0,0,2,49,37
49_38,0,1,1,0,2,49,38
49_39,1,0,1,0,2,49,39
49_40,2,0,0,0,2,49,40
49_41,1,1,0,0,2,49,41
49_42,2,0,0,0,2,49,42
49_43,0,0,2,0,2,49,43
49_44,2,0,0,0,2,49,44
49_45,0,1,0,1,2,49,45
49_46,0,1,0,1,2,49,46
49_47,2,0,0,0,2,49,47
49_48,2,0,0,0,2,49,48
49_49,0,1,1,0,2,49,49
50_0,2,0,0,0,2,50,0
50_1,2,0,0,0,2,50,1
50_2,1,1,0,0,2,50,2
50_3,1,0,0,1,2,50,3
50_4,1,0,0,1,2,50,4
50_5,1,0,0,1,2,50,5
50_6,1,0,0,1,2,50,6
50_7,1,0,0,1,2,50,7
50_8,1,0,0,1,2,50,8
50_9,2,0,0,0,2,50,9
50_10,1,0,0,1,2,50,10
50_11,1,1,0,0,2,50,11
50_12,1,1,0,0,2,50,12
50_13,0,2,0,0,2,50,13
50_14,0,1,0,1,2,50,14
50_15,0,1,0,1,2,50,15
50_16,1,0,1,0,2,50,16
50_17,1,0,1,0,2,50,17
50_18,2,0,0,0,2,50,18
50_19,0,2,0,0,2,50,19
51_0,2,0,0,0,2,51,0
51_1,2,0,0,0,2,51,1
51_2,2,0,0,0,2,51,2
51_3,2,0,0,0,2,51,3
51_4,2,0,0,0,2,51,4
51_5,0,1,0,1,2,51,5
51_6,0,1,0,1,2,51,6
51_7,2,0,0,0,2,51,7
51_8,2,0,0,0,2,51,8
51_9,1,0,0,1,2,51,9
51_10,1,0,0,1,2,51,10
51_11,1,0,1,0,2,51,11
51_12,1,1,0,0,2,51,12
51_13,2,0,0,0,2,51,13
51_14,0,1,0,1,2,51,14
51_15,0,1,0,1,2,51,15
51_16,0,1,0,1,2,51,16
51_17,0,1,0,1,2,51,17
51_18,0,1,0,1,2,51,18
51_19,2,0,0,0,2,51,19
51_20,2,0,0,0,2,51,20
51_21,2,0,0,0,2,51,21
51_22,0,1,0,1,2,51,22
51_25,1,1,0,0,2,51,25
51_26,2,0,0,0,2,51,26
51_27,1,1,0,0,2,51,27
51_28,0,1,0,1,2,51,28
51_29,0,1,0,1,2,51,29
51_30,0,1,0,1,2,51,30
51_31,1,1,0,0,2,51,31
51_32,2,0,0,0,2,51,32
51_33,2,0,0,0,2,51,33
51_34,0,1,0,1,2,51,34
51_35,2,0,0,0,2,51,35
51_36,0,1,0,1,2,51,36
51_37,1,1,0,0,2,51,37
51_38,0,1,0,1,2,51,38
52_0,2,0,0,0,2,52,0
52_1,2,0,0,0,2,52,1
52_2,2,0,0,0,2,52,2
52_3,2,0,0,0,2,52,3
52_4,2,0,0,0,2,52,4
52_5,2,0,0,0,2,52,5
52_6,2,0,0,0,2,52,6
52_7,2,0,0,0,2,52,7
52_8,2,0,0,0,2,52,8
52_9,2,0,0,0,2,52,9
52_10,2,0,0,0,2,52,10
52_11,0,1,0,1,2,52,11
52_12,1,1,0,0,2,52,12
52_13,2,0,0,0,2,52,13
52_14,2,0,0,0,2,52,14
52_15,2,0,0,0,2,52,15
52_16,2,0,0,0,2,52,16
52_17,2,0,0,0,2,52,17
52_18,0,1,0,1,2,52,18
52_19,0,1,0,1,2,52,19
52_20,1,0,0,1,2,52,20
52_21,2,0,0,0,2,52,21
52_22,2,0,0,0,2,52,22
52_23,1,1,0,0,2,52,23
52_24,0,1,1,0,2,52,24
52_25,0,1,1,0,2,52,25
52_26,0,1,0,1,2,52,26
52_27,2,0,0,0,2,52,27
52_28,0,2,0,0,2,52,28
52_29,0,2,0,0,2,52,29
53_0,0,0,2,0,2,53,0
53_1,1,0,1,0,2,53,1
53_2,0,0,2,0,2,53,2
53_3,1,0,1,0,2,53,3
53_4,1,0,1,0,2,53,4
53_5,2,0,0,0,2,53,5
53_6,2,0,0,0,2,53,6
53_7,1,1,0,0,2,53,7
53_8,2,0,0,0,2,53,8
53_9,2,0,0,0,2,53,9
54_0,1,0,1,0,2,54,0
54_1,1,0,1,0,2,54,1
54_2,1,1,0,0,2,54,2
54_3,0,1,0,1,2,54,3
54_4,0,1,0,1,2,54,4
54_5,0,1,0,1,2,54,5
54_6,0,1,0,1,2,54,6
54_7,1,1,0,0,2,54,7
54_8,0,1,0,1,2,54,8
54_9,0,0,1,1,2,54,9
54_10,1,0,0,1,2,54,10
54_11,2,0,0,0,2,54,11
54_12,2,0,0,0,2,54,12
54_13,0,1,0,1,2,54,13
54_14,0,1,0,1,2,54,14
54_15,2,0,0,0,2,54,15
54_16,1,1,0,0,2,54,16
54_17,2,0,0,0,2,54,17
54_18,2,0,0,0,2,54,18
54_19,2,0,0,0,2,54,19
55_0,0,1,0,1,2,55,0
55_1,1,0,0,1,2,55,1
55_2,1,0,0,1,2,55,2
55_3,1,0,0,1,2,55,3
55_4,2,0,0,0,2,55,4
55_5,2,0,0,0,2,55,5
55_6,2,0,0,0,2,55,6
55_7,2,0,0,0,2,55,7
55_8,2,0,0,0,2,55,8
55_9,1,0,0,1,2,55,9
55_10,2,0,0,0,2,55,10
55_11,1,1,0,0,2,55,11
55_13,2,0,0,0,2,55,13
55_14,1,0,0,1,2,55,14
55_15,2,0,0,0,2,55,15
55_16,2,0,0,0,2,55,16
55_17,1,0,1,0,2,55,17
55_18,1,0,0,1,2,55,18
55_19,1,0,0,1,2,55,19
56_0,2,0,0,0,2,56,0
56_1,2,0,0,0,2,56,1
56_2,2,0,0,0,2,56,2
56_3,2,0,0,0,2,56,3
56_4,2,0,0,0,2,56,4
56_5,0,1,0,1,2,56,5
56_6,1,0,0,1,2,56,6
56_7,2,0,0,0,2,56,7
56_8,2,0,0,0,2,56,8
56_9,2,0,0,0,2,56,9
56_10,2,0,0,0,2,56,10
56_11,1,0,0,1,2,56,11
56_12,1,0,1,0,2,56,12
56_13,1,1,0,0,2,56,13
56_14,2,0,0,0,2,56,14
56_15,2,0,0,0,2,56,15
56_16,2,0,0,0,2,56,16
56_17,2,0,0,0,2,56,17
56_18,2,0,0,0,2,56,18
56_19,1,0,0,1,2,56,19
57_0,2,0,0,0,2,57,0
57_1,2,0,0,0,2,57,1
57_2,2,0,0,0,2,57,2
57_3,1,1,0,0,2,57,3
57_4,2,0,0,0,2,57,4
57_5,2,0,0,0,2,57,5
57_6,1,0,0,1,2,57,6
57_7,2,0,0,0,2,57,7
57_8,2,0,0,0,2,57,8
57_9,1,0,0,1,2,57,9
57_10,2,0,0,0,2,57,10
57_11,2,0,0,0,2,57,11
57_12,2,0,0,0,2,57,12
57_13,1,0,1,0,2,57,13
57_14,1,0,1,0,2,57,14
57_15,2,0,0,0,2,57,15
57_16,2,0,0,0,2,57,16
57_17,2,0,0,0,2,57,17
57_18,2,0,0,0,2,57,18
57_19,2,0,0,0,2,57,19
58_0,2,0,0,0,2,58,0
58_1,0,1,0,1,2,58,1
58_2,1,0,0,1,2,58,2
58_3,0,1,0,1,2,58,3
58_4,1,0,0,1,2,58,4
58_5,2,0,0,0,2,58,5
58_6,1,1,0,0,2,58,6
58_7,0,1,0,1,2,58,7
58_8,1,0,0,1,2,58,8
58_9,2,0,0,0,2,58,9
58_10,2,0,0,0,2,58,10
58_11,0,1,0,1,2,58,11
58_12,2,0,0,0,2,58,12
58_13,0,0,2,0,2,58,13
58_14,1,0,0,1,2,58,14
58_15,0,1,0,1,2,58,15
58_16,1,1,0,0,2,58,16
58_17,0,2,0,0,2,58,17
58_18,0,0,2,0,2,58,18
58_19,0,0,2,0,2,58,19
58_20,1,0,1,0,2,58,20
58_21,1,1,0,0,2,58,21
58_22,2,0,0,0,2,58,22
58_23,1,1,0,0,2,58,23
58_24,0,1,0,1,2,58,24
58_25,0,0,1,1,2,58,25
58_26,1,1,0,0,2,58,26
58_27,0,0,1,1,2,58,27
58_28,1,0,1,0,2,58,28
58_29,1,1,0,0,2,58,29
59_0,2,0,0,0,2,59,0
59_1,2,0,0,0,2,59,1
59_2,2,0,0,0,2,59,2
59_3,1,1,0,0,2,59,3
59_4,2,0,0,0,2,59,4
59_5,2,0,0,0,2,59,5
59_6,2,0,0,0,2,59,6
59_7,0,1,0,1,2,59,7
59_8,2,0,0,0,2,59,8
59_9,1,1,0,0,2,59,9
59_10,2,0,0,0,2,59,10
59_11,0,2,0,0,2,59,11
59_12,2,0,0,0,2,59,12
59_13,1,1,0,0,2,59,13
59_14,0,0,2,0,2,59,14
59_15,0,0,2,0,2,59,15
59_16,1,0,1,0,2,59,16
59_17,2,0,0,0,2,59,17
59_18,0,0,2,0,2,59,18
59_19,2,0,0,0,2,59,19
59_20,2,0,0,0,2,59,20
59_21,2,0,0,0,2,59,21
59_22,2,0,0,0,2,59,22
59_23,0,1,1,0,2,59,23
59_24,1,0,1,0,2,59,24
59_25,2,0,0,0,2,59,25
59_26,0,2,0,0,2,59,26
59_27,2,0,0,0,2,59,27
59_28,1,1,0,0,2,59,28
59_29,0,2,0,0,2,59,29
60_0,2,0,0,0,2,60,0
60_1,2,0,0,0,2,60,1
60_2,2,0,0,0,2,60,2
60_3,2,0,0,0,2,60,3
60_4,2,0,0,0,2,60,4
60_5,2,0,0,0,2,60,5
60_6,2,0,0,0,2,60,6
60_7,0,2,0,0,2,60,7
60_8,0,2,0,0,2,60,8
60_9,2,0,0,0,2,60,9
60_10,2,0,0,0,2,60,10
60_11,2,0,0,0,2,60,11
60_12,0,1,0,1,2,60,12
60_13,0,1,0,1,2,60,13
60_14,2,0,0,0,2,60,14
60_15,2,0,0,0,2,60,15
60_16,1,0,1,0,2,60,16
60_17,0,1,0,1,2,60,17
60_18,2,0,0,0,2,60,18
60_19,0,1,0,1,2,60,19
61_0,0,1,0,1,2,61,0
61_1,2,0,0,0,2,61,1
61_2,2,0,0,0,2,61,2
61_3,1,0,1,0,2,61,3
61_4,0,2,0,0,2,61,4
61_5,1,0,1,0,2,61,5
61_6,0,2,0,0,2,61,6
61_7,1,1,0,0,2,61,7
61_8,0,1,0,1,2,61,8
61_9,2,0,0,0,2,61,9
61_10,0,2,0,0,2,61,10
61_11,2,0,0,0,2,61,11
61_12,2,0,0,0,2,61,12
61_13,0,1,0,1,2,61,13
61_14,2,0,0,0,2,61,14
61_15,2,0,0,0,2,61,15
61_16,0,1,0,1,2,61,16
61_18,0,1,1,0,2,61,18
61_19,0,1,0,1,2,61,19
62_0,2,0,0,0,2,62,0
62_1,2,0,0,0,2,62,1
62_2,2,0,0,0,2,62,2
62_3,1,1,0,0,2,62,3
62_4,2,0,0,0,2,62,4
62_5,2,0,0,0,2,62,5
62_6,2,0,0,0,2,62,6
62_7,2,0,0,0,2,62,7
62_8,2,0,0,0,2,62,8
62_9,2,0,0,0,2,62,9
62_10,2,0,0,0,2,62,10
62_11,2,0,0,0,2,62,11
62_12,2,0,0,0,2,62,12
62_13,2,0,0,0,2,62,13
63_0,0,1,0,1,2,63,0
63_1,0,1,0,1,2,63,1
63_2,2,0,0,0,2,63,2
63_3,0,1,0,1,2,63,3
63_4,0,1,0,1,2,63,4
63_5,0,1,0,1,2,63,5
63_6,0,1,0,1,2,63,6
63_7,0,1,0,1,2,63,7
63_8,0,1,0,1,2,63,8
63_9,2,0,0,0,2,63,9
63_10,2,0,0,0,2,63,10
63_11,0,1,0,1,2,63,11
63_12,0,1,0,1,2,63,12
63_13,0,0,1,1,2,63,13
63_14,1,1,0,0,2,63,14
63_16,2,0,0,0,2,63,16
63_17,0,1,0,1,2,63,17
63_18,0,2,0,0,2,63,18
63_19,1,1,0,0,2,63,19
64_0,2,0,0,0,2,64,0
64_1,2,0,0,0,2,64,1
64_2,2,0,0,0,2,64,2
64_3,2,0,0,0,2,64,3
64_4,1,1,0,0,2,64,4
64_5,0,2,0,0,2,64,5
64_6,1,1,0,0,2,64,6
64_7,2,0,0,0,2,64,7
64_8,2,0,0,0,2,64,8
64_9,2,0,0,0,2,64,9
64_10,2,0,0,0,2,64,10
64_11,2,0,0,0,2,64,11
64_12,2,0,0,0,2,64,12
64_13,2,0,0,0,2,64,13
64_14,2,0,0,0,2,64,14
64_15,2,0,0,0,2,64,15
64_16,2,0,0,0,2,64,16
64_17,0,0,2,0,2,64,17
64_18,2,0,0,0,2,64,18
64_19,0,1,0,1,2,64,19
64_20,2,0,0,0,2,64,20
64_21,2,0,0,0,2,64,21
64_22,2,0,0,0,2,64,22
64_23,0,1,0,1,2,64,23
64_24,0,1,0,1,2,64,24
64_25,0,2,0,0,2,64,25
64_26,1,1,0,0,2,64,26
64_27,0,1,1,0,2,64,27
64_28,1,0,1,0,2,64,28
64_29,1,1,0,0,2,64,29
65_0,1,0,0,1,2,65,0
65_1,1,0,0,1,2,65,1
65_2,2,0,0,0,2,65,2
65_3,1,0,0,1,2,65,3
65_4,2,0,0,0,2,65,4
