,Edita,Andrei,Meli,Alina,Liviu,Oana,Silviu,Mada
179_8,1.0,,1.0,,,,,
179_9,3.0,,3.0,,,,,
179_10,3.0,,3.0,,,,,
179_11,3.0,,3.0,,,,,
179_12,3.0,,3.0,,,,,
179_13,1.0,,1.0,,,,,
179_14,3.0,,3.0,,,,,
179_15,3.0,,3.0,,,,,
179_16,1.0,,1.0,,,,,
179_17,3.0,,3.0,,,,,
179_18,3.0,,3.0,,,,,
179_19,3.0,,3.0,,,,,
179_20,3.0,,3.0,,,,,
179_22,3.0,,3.0,,,,,
179_23,3.0,,3.0,,,,,
179_24,3.0,,3.0,,,,,
179_25,1.0,,3.0,,,,,
179_26,3.0,,1.0,,,,,
179_27,1.0,,1.0,,,,,
179_28,1.0,,1.0,,,,,
179_29,3.0,,3.0,,,,,
275_0,3.0,,,3.0,,,,
275_1,3.0,,,3.0,,,,
275_2,3.0,,,3.0,,,,
275_3,3.0,,,3.0,,,,
275_4,3.0,,,3.0,,,,
275_5,3.0,,,3.0,,,,
275_6,3.0,,,3.0,,,,
275_7,3.0,,,3.0,,,,
275_8,3.0,,,3.0,,,,
275_9,3.0,,,3.0,,,,
275_10,3.0,,,3.0,,,,
275_11,1.0,,,1.0,,,,
275_12,3.0,,,3.0,,,,
275_13,3.0,,,3.0,,,,
275_14,3.0,,,3.0,,,,
275_15,3.0,,,1.0,,,,
275_16,3.0,,,3.0,,,,
275_17,1.0,,,3.0,,,,
275_18,3.0,,,3.0,,,,
275_19,3.0,,,3.0,,,,
276_0,3.0,,,3.0,,,,
276_1,3.0,,,3.0,,,,
276_2,3.0,,,3.0,,,,
276_3,3.0,,,3.0,,,,
276_4,3.0,,,3.0,,,,
276_5,3.0,,,3.0,,,,
276_6,1.0,,,1.0,,,,
276_7,3.0,,,3.0,,,,
276_8,3.0,,,3.0,,,,
276_9,3.0,,,3.0,,,,
276_10,3.0,,,3.0,,,,
276_11,3.0,,,3.0,,,,
276_12,3.0,,,3.0,,,,
276_13,3.0,,,3.0,,,,
276_14,3.0,,,3.0,,,,
276_15,3.0,,,3.0,,,,
276_16,3.0,,,3.0,,,,
276_17,3.0,,,3.0,,,,
276_18,1.0,,,3.0,,,,
276_19,3.0,,,3.0,,,,
277_0,3.0,,,3.0,,,,
277_1,3.0,,,3.0,,,,
277_2,3.0,,,3.0,,,,
277_3,3.0,,,3.0,,,,
277_4,3.0,,,3.0,,,,
277_5,1.0,,,1.0,,,,
277_6,3.0,,,3.0,,,,
277_7,1.0,,,3.0,,,,
277_8,3.0,,,3.0,,,,
277_9,3.0,,,3.0,,,,
277_10,1.0,,,3.0,,,,
277_11,3.0,,,1.0,,,,
277_12,3.0,,,3.0,,,,
277_13,3.0,,,3.0,,,,
277_14,3.0,,,1.0,,,,
277_15,3.0,,,1.0,,,,
277_16,1.0,,,3.0,,,,
277_17,1.0,,,3.0,,,,
277_18,3.0,,,1.0,,,,
277_19,3.0,,,3.0,,,,
277_20,3.0,,,3.0,,,,
277_21,3.0,,,3.0,,,,
277_22,3.0,,,3.0,,,,
277_23,3.0,,,3.0,,,,
277_24,3.0,,,3.0,,,,
277_25,3.0,,,3.0,,,,
277_26,3.0,,,3.0,,,,
277_27,3.0,,,3.0,,,,
277_28,3.0,,,3.0,,,,
278_0,3.0,,,3.0,,,,
278_1,3.0,,,3.0,,,,
278_2,3.0,,,3.0,,,,
278_3,3.0,,,3.0,,,,
278_4,3.0,,,3.0,,,,
278_5,3.0,,,3.0,,,,
278_6,3.0,,,3.0,,,,
278_7,3.0,,,3.0,,,,
278_8,3.0,,,3.0,,,,
278_9,3.0,,,3.0,,,,
278_10,3.0,,,3.0,,,,
278_11,3.0,,,3.0,,,,
278_12,3.0,,,3.0,,,,
278_13,1.0,,,1.0,,,,
278_14,3.0,,,3.0,,,,
278_15,1.0,,,3.0,,,,
278_16,1.0,,,1.0,,,,
278_17,1.0,,,1.0,,,,
278_18,3.0,,,3.0,,,,
278_19,1.0,,,1.0,,,,
279_0,3.0,,,3.0,,,,
279_1,3.0,,,3.0,,,,
279_2,3.0,,,3.0,,,,
279_3,1.0,,,1.0,,,,
279_4,3.0,,,3.0,,,,
279_5,3.0,,,3.0,,,,
279_6,3.0,,,3.0,,,,
279_7,3.0,,,3.0,,,,
279_8,1.0,,,3.0,,,,
279_9,3.0,,,3.0,,,,
279_10,1.0,,,3.0,,,,
279_11,1.0,,,3.0,,,,
279_12,1.0,,,3.0,,,,
279_13,1.0,,,3.0,,,,
279_14,1.0,,,3.0,,,,
279_15,1.0,,,3.0,,,,
279_16,1.0,,,3.0,,,,
279_17,1.0,,,3.0,,,,
279_18,1.0,,,3.0,,,,
279_19,1.0,,,3.0,,,,
280_0,3.0,,,3.0,,,,
280_1,1.0,,,3.0,,,,
280_2,3.0,,,3.0,,,,
280_3,3.0,,,3.0,,,,
280_4,3.0,,,3.0,,,,
280_5,3.0,,,3.0,,,,
280_6,3.0,,,3.0,,,,
280_7,3.0,,,3.0,,,,
280_8,3.0,,,3.0,,,,
280_9,3.0,,,3.0,,,,
281_0,3.0,,,3.0,,,,
281_1,3.0,,,3.0,,,,
281_2,3.0,,,3.0,,,,
281_3,3.0,,,3.0,,,,
281_4,3.0,,,3.0,,,,
281_5,1.0,,,1.0,,,,
281_6,3.0,,,3.0,,,,
281_7,3.0,,,3.0,,,,
281_8,3.0,,,3.0,,,,
281_9,3.0,,,3.0,,,,
281_10,3.0,,,3.0,,,,
281_11,3.0,,,3.0,,,,
281_12,3.0,,,3.0,,,,
281_13,3.0,,,3.0,,,,
281_14,1.0,,,1.0,,,,
281_15,3.0,,,3.0,,,,
281_16,3.0,,,3.0,,,,
281_17,3.0,,,3.0,,,,
281_18,3.0,,,3.0,,,,
281_19,1.0,,,1.0,,,,
181_0,3.0,,3.0,,,,,
181_1,1.0,,1.0,,,,,
181_2,3.0,,3.0,,,,,
181_3,3.0,,3.0,,,,,
181_4,3.0,,3.0,,,,,
181_5,3.0,,3.0,,,,,
181_6,3.0,,3.0,,,,,
181_7,3.0,,3.0,,,,,
181_8,3.0,,3.0,,,,,
181_9,1.0,,1.0,,,,,
181_10,3.0,,1.0,,,,,
181_11,1.0,,1.0,,,,,
181_12,1.0,,1.0,,,,,
181_13,3.0,,3.0,,,,,
181_14,1.0,,3.0,,,,,
181_15,3.0,,3.0,,,,,
181_16,3.0,,3.0,,,,,
181_17,3.0,,3.0,,,,,
181_18,3.0,,3.0,,,,,
181_19,3.0,,3.0,,,,,
181_20,1.0,,1.0,,,,,
181_21,3.0,,3.0,,,,,
181_22,3.0,,3.0,,,,,
181_23,3.0,,1.0,,,,,
181_24,1.0,,1.0,,,,,
181_25,3.0,,3.0,,,,,
181_26,3.0,,3.0,,,,,
181_27,1.0,,1.0,,,,,
181_28,1.0,,3.0,,,,,
181_29,3.0,,3.0,,,,,
181_30,3.0,,3.0,,,,,
181_31,1.0,,1.0,,,,,
181_32,3.0,,3.0,,,,,
282_0,1.0,,,3.0,,,,
282_1,3.0,,,3.0,,,,
282_2,3.0,,,1.0,,,,
282_3,1.0,,,3.0,,,,
282_4,1.0,,,3.0,,,,
282_5,1.0,,,3.0,,,,
282_6,3.0,,,1.0,,,,
282_7,1.0,,,3.0,,,,
282_8,3.0,,,3.0,,,,
282_9,3.0,,,1.0,,,,
282_10,3.0,,,3.0,,,,
282_11,3.0,,,3.0,,,,
282_12,3.0,,,3.0,,,,
282_13,3.0,,,3.0,,,,
282_14,3.0,,,3.0,,,,
282_15,3.0,,,3.0,,,,
282_16,3.0,,,3.0,,,,
282_17,3.0,,,3.0,,,,
282_18,3.0,,,3.0,,,,
282_19,3.0,,,3.0,,,,
182_0,3.0,,3.0,,,,,
182_1,3.0,,3.0,,,,,
182_2,3.0,,3.0,,,,,
182_3,3.0,,3.0,,,,,
182_4,3.0,,3.0,,,,,
182_5,3.0,,3.0,,,,,
182_6,3.0,,3.0,,,,,
182_7,3.0,,3.0,,,,,
182_8,3.0,,1.0,,,,,
182_9,3.0,,3.0,,,,,
182_10,1.0,,1.0,,,,,
182_11,3.0,,1.0,,,,,
182_12,3.0,,1.0,,,,,
182_13,1.0,,3.0,,,,,
182_14,3.0,,3.0,,,,,
182_15,3.0,,3.0,,,,,
182_16,3.0,,3.0,,,,,
182_17,3.0,,3.0,,,,,
182_18,3.0,,3.0,,,,,
182_19,3.0,,3.0,,,,,
283_0,3.0,,,3.0,,,,
283_1,3.0,,,3.0,,,,
283_2,3.0,,,3.0,,,,
283_3,3.0,,,3.0,,,,
283_4,3.0,,,3.0,,,,
283_5,3.0,,,3.0,,,,
283_6,3.0,,,3.0,,,,
283_7,3.0,,,3.0,,,,
283_8,3.0,,,3.0,,,,
283_9,3.0,,,3.0,,,,
283_10,1.0,,,3.0,,,,
283_11,3.0,,,3.0,,,,
283_12,3.0,,,3.0,,,,
283_13,3.0,,,3.0,,,,
283_14,3.0,,,3.0,,,,
283_15,3.0,,,3.0,,,,
283_16,3.0,,,3.0,,,,
283_17,3.0,,,1.0,,,,
283_18,3.0,,,3.0,,,,
283_19,1.0,,,1.0,,,,
283_20,3.0,,,3.0,,,,
283_21,1.0,,,1.0,,,,
283_22,3.0,,,3.0,,,,
283_23,3.0,,,3.0,,,,
283_24,1.0,,,1.0,,,,
284_0,3.0,,,3.0,,,,
284_1,3.0,,,3.0,,,,
284_2,3.0,,,3.0,,,,
284_3,3.0,,,3.0,,,,
284_4,3.0,,,3.0,,,,
284_5,3.0,,,3.0,,,,
284_6,3.0,,,3.0,,,,
284_7,3.0,,,3.0,,,,
284_8,1.0,,,3.0,,,,
284_9,3.0,,,3.0,,,,
284_10,3.0,,,3.0,,,,
284_11,3.0,,,3.0,,,,
284_12,3.0,,,3.0,,,,
284_13,3.0,,,3.0,,,,
284_14,3.0,,,3.0,,,,
183_0,3.0,,3.0,,,,,
183_1,3.0,,1.0,,,,,
183_2,3.0,,3.0,,,,,
183_3,3.0,,3.0,,,,,
183_4,3.0,,3.0,,,,,
183_5,3.0,,1.0,,,,,
183_6,3.0,,3.0,,,,,
183_7,3.0,,3.0,,,,,
183_8,3.0,,3.0,,,,,
183_9,3.0,,3.0,,,,,
285_0,3.0,,,3.0,,,,
285_1,3.0,,,3.0,,,,
285_2,3.0,,,3.0,,,,
285_3,3.0,,,1.0,,,,
285_4,3.0,,,3.0,,,,
285_5,3.0,,,1.0,,,,
285_6,3.0,,,3.0,,,,
285_7,3.0,,,3.0,,,,
285_8,1.0,,,3.0,,,,
285_9,1.0,,,3.0,,,,
285_10,3.0,,,3.0,,,,
285_11,3.0,,,3.0,,,,
285_12,3.0,,,3.0,,,,
285_13,3.0,,,3.0,,,,
285_14,3.0,,,3.0,,,,
285_15,3.0,,,3.0,,,,
285_16,3.0,,,3.0,,,,
285_17,3.0,,,3.0,,,,
285_18,3.0,,,3.0,,,,
285_19,3.0,,,3.0,,,,
184_0,1.0,,1.0,,,,,
184_1,3.0,,3.0,,,,,
184_2,1.0,,3.0,,,,,
184_3,3.0,,3.0,,,,,
184_4,1.0,,1.0,,,,,
184_5,3.0,,3.0,,,,,
184_6,3.0,,3.0,,,,,
184_7,1.0,,1.0,,,,,
184_8,3.0,,3.0,,,,,
184_9,3.0,,3.0,,,,,
184_10,3.0,,3.0,,,,,
184_11,1.0,,1.0,,,,,
184_12,3.0,,3.0,,,,,
184_13,3.0,,3.0,,,,,
184_14,3.0,,3.0,,,,,
184_15,3.0,,3.0,,,,,
184_16,3.0,,3.0,,,,,
184_17,3.0,,3.0,,,,,
184_18,3.0,,3.0,,,,,
184_19,1.0,,3.0,,,,,
286_0,3.0,,,3.0,,,,
286_1,3.0,,,3.0,,,,
286_2,3.0,,,3.0,,,,
286_3,3.0,,,3.0,,,,
286_4,3.0,,,3.0,,,,
286_5,3.0,,,3.0,,,,
286_6,3.0,,,3.0,,,,
286_7,3.0,,,3.0,,,,
286_8,1.0,,,1.0,,,,
286_9,3.0,,,3.0,,,,
286_10,3.0,,,3.0,,,,
286_11,3.0,,,3.0,,,,
286_12,3.0,,,3.0,,,,
286_13,3.0,,,3.0,,,,
286_14,3.0,,,3.0,,,,
286_15,3.0,,,3.0,,,,
286_16,3.0,,,3.0,,,,
286_17,1.0,,,1.0,,,,
286_18,3.0,,,3.0,,,,
286_19,3.0,,,3.0,,,,
287_0,3.0,,,3.0,,,,
287_1,1.0,,,3.0,,,,
287_2,3.0,,,3.0,,,,
287_3,3.0,,,3.0,,,,
287_4,3.0,,,3.0,,,,
185_0,1.0,,3.0,,,,,
185_1,3.0,,3.0,,,,,
185_2,3.0,,3.0,,,,,
185_3,3.0,,3.0,,,,,
185_4,3.0,,3.0,,,,,
185_5,3.0,,3.0,,,,,
185_6,1.0,,1.0,,,,,
185_7,1.0,,1.0,,,,,
185_8,3.0,,3.0,,,,,
185_9,1.0,,3.0,,,,,
186_0,3.0,,3.0,,,,,
186_1,1.0,,3.0,,,,,
186_2,1.0,,1.0,,,,,
186_3,1.0,,1.0,,,,,
186_4,3.0,,1.0,,,,,
186_5,1.0,,1.0,,,,,
186_6,3.0,,3.0,,,,,
186_7,1.0,,3.0,,,,,
186_8,3.0,,3.0,,,,,
186_9,1.0,,3.0,,,,,
186_10,3.0,,3.0,,,,,
186_11,3.0,,3.0,,,,,
186_12,3.0,,3.0,,,,,
186_13,3.0,,3.0,,,,,
186_16,1.0,,1.0,,,,,
186_17,1.0,,1.0,,,,,
186_18,1.0,,3.0,,,,,
186_19,1.0,,1.0,,,,,
186_20,3.0,,3.0,,,,,
186_21,1.0,,3.0,,,,,
186_22,1.0,,3.0,,,,,
186_23,1.0,,3.0,,,,,
186_24,1.0,,3.0,,,,,
186_25,3.0,,3.0,,,,,
186_26,3.0,,3.0,,,,,
186_27,1.0,,3.0,,,,,
186_28,3.0,,3.0,,,,,
186_29,3.0,,3.0,,,,,
288_0,3.0,,,3.0,,,,
288_1,3.0,,,3.0,,,,
288_2,3.0,,,3.0,,,,
288_3,3.0,,,3.0,,,,
288_4,3.0,,,3.0,,,,
288_5,3.0,,,3.0,,,,
288_6,3.0,,,3.0,,,,
288_7,3.0,,,3.0,,,,
288_8,3.0,,,3.0,,,,
288_9,3.0,,,3.0,,,,
288_10,3.0,,,3.0,,,,
288_11,3.0,,,3.0,,,,
288_12,1.0,,,3.0,,,,
288_13,1.0,,,3.0,,,,
288_14,3.0,,,3.0,,,,
288_15,3.0,,,3.0,,,,
288_16,3.0,,,3.0,,,,
288_17,3.0,,,3.0,,,,
289_0,3.0,,,3.0,,,,
289_1,3.0,,,3.0,,,,
289_2,3.0,,,3.0,,,,
289_3,3.0,,,3.0,,,,
289_4,3.0,,,3.0,,,,
289_5,3.0,,,3.0,,,,
289_6,3.0,,,3.0,,,,
289_7,3.0,,,3.0,,,,
289_8,3.0,,,3.0,,,,
289_9,3.0,,,3.0,,,,
289_10,1.0,,,3.0,,,,
289_11,3.0,,,3.0,,,,
289_12,3.0,,,3.0,,,,
289_13,3.0,,,1.0,,,,
289_14,3.0,,,3.0,,,,
289_15,3.0,,,3.0,,,,
289_16,3.0,,,3.0,,,,
289_17,3.0,,,3.0,,,,
289_18,3.0,,,3.0,,,,
289_19,3.0,,,1.0,,,,
290_0,3.0,,,,,1.0,,
290_1,3.0,,,,,3.0,,
290_2,3.0,,,,,1.0,,
290_3,3.0,,,,,3.0,,
290_4,3.0,,,,,3.0,,
290_5,3.0,,,,,3.0,,
290_6,3.0,,,,,3.0,,
290_7,3.0,,,,,3.0,,
290_8,3.0,,,,,3.0,,
290_9,3.0,,,,,3.0,,
290_10,3.0,,,,,3.0,,
290_11,3.0,,,,,3.0,,
290_12,3.0,,,,,3.0,,
290_13,3.0,,,,,3.0,,
290_14,1.0,,,,,3.0,,
290_15,1.0,,,,,3.0,,
290_16,3.0,,,,,3.0,,
290_17,3.0,,,,,1.0,,
290_18,3.0,,,,,3.0,,
290_19,3.0,,,,,3.0,,
290_20,1.0,,,,,3.0,,
290_21,1.0,,,,,1.0,,
290_22,1.0,,,,,3.0,,
290_23,3.0,,,,,1.0,,
290_24,3.0,,,,,1.0,,
290_25,3.0,,,,,1.0,,
290_26,3.0,,,,,1.0,,
290_27,3.0,,,,,1.0,,
290_28,1.0,,,,,1.0,,
290_29,3.0,,,,,1.0,,
187_0,3.0,,3.0,,,,,
187_1,3.0,,3.0,,,,,
187_2,1.0,,3.0,,,,,
187_3,3.0,,3.0,,,,,
187_4,1.0,,1.0,,,,,
187_5,3.0,,3.0,,,,,
187_6,3.0,,3.0,,,,,
187_7,1.0,,3.0,,,,,
187_8,3.0,,3.0,,,,,
187_9,3.0,,3.0,,,,,
187_10,3.0,,3.0,,,,,
187_11,3.0,,3.0,,,,,
187_12,3.0,,3.0,,,,,
187_13,3.0,,3.0,,,,,
187_14,3.0,,3.0,,,,,
187_15,3.0,,3.0,,,,,
187_16,3.0,,3.0,,,,,
187_17,3.0,,3.0,,,,,
187_18,3.0,,3.0,,,,,
187_19,3.0,,3.0,,,,,
291_0,3.0,3.0,,,,,,
291_1,3.0,3.0,,,,,,
291_2,3.0,3.0,,,,,,
291_3,3.0,3.0,,,,,,
291_4,3.0,3.0,,,,,,
291_5,3.0,3.0,,,,,,
291_6,3.0,3.0,,,,,,
291_7,3.0,3.0,,,,,,
291_8,3.0,3.0,,,,,,
291_9,3.0,3.0,,,,,,
291_10,3.0,1.0,,,,,,
291_11,3.0,1.0,,,,,,
291_12,3.0,1.0,,,,,,
291_13,1.0,3.0,,,,,,
291_14,3.0,1.0,,,,,,
291_15,3.0,1.0,,,,,,
291_16,3.0,1.0,,,,,,
291_17,3.0,1.0,,,,,,
291_18,3.0,1.0,,,,,,
291_19,3.0,1.0,,,,,,
292_0,3.0,3.0,,,,,,
292_1,3.0,3.0,,,,,,
292_2,3.0,3.0,,,,,,
292_3,3.0,3.0,,,,,,
292_4,1.0,3.0,,,,,,
292_5,3.0,3.0,,,,,,
292_6,3.0,3.0,,,,,,
292_7,1.0,1.0,,,,,,
292_8,3.0,3.0,,,,,,
292_9,1.0,3.0,,,,,,
292_10,1.0,3.0,,,,,,
292_11,3.0,3.0,,,,,,
292_12,3.0,3.0,,,,,,
292_13,3.0,3.0,,,,,,
188_0,3.0,,3.0,,,,,
188_1,3.0,,3.0,,,,,
188_2,1.0,,1.0,,,,,
188_3,1.0,,1.0,,,,,
188_4,3.0,,3.0,,,,,
188_5,1.0,,3.0,,,,,
188_6,1.0,,1.0,,,,,
188_7,3.0,,3.0,,,,,
188_8,3.0,,3.0,,,,,
188_9,3.0,,3.0,,,,,
188_10,3.0,,3.0,,,,,
188_11,1.0,,3.0,,,,,
188_12,3.0,,3.0,,,,,
188_13,3.0,,3.0,,,,,
188_14,3.0,,3.0,,,,,
188_15,3.0,,3.0,,,,,
188_16,3.0,,3.0,,,,,
188_17,3.0,,3.0,,,,,
188_18,3.0,,3.0,,,,,
188_19,3.0,,3.0,,,,,
188_20,3.0,,3.0,,,,,
188_21,3.0,,3.0,,,,,
188_22,1.0,,3.0,,,,,
188_23,3.0,,3.0,,,,,
188_24,3.0,,3.0,,,,,
188_25,1.0,,1.0,,,,,
188_26,1.0,,1.0,,,,,
188_27,3.0,,3.0,,,,,
188_28,1.0,,1.0,,,,,
188_29,3.0,,1.0,,,,,
188_30,3.0,,3.0,,,,,
188_31,3.0,,3.0,,,,,
188_32,3.0,,3.0,,,,,
293_0,3.0,,,,,3.0,,
293_1,3.0,,,,,3.0,,
293_2,1.0,,,,,1.0,,
293_3,3.0,,,,,3.0,,
293_4,3.0,,,,,3.0,,
293_5,3.0,,,,,3.0,,
293_6,3.0,,,,,3.0,,
293_7,3.0,,,,,3.0,,
293_8,3.0,,,,,3.0,,
293_9,3.0,,,,,1.0,,
293_10,3.0,,,,,1.0,,
293_11,3.0,,,,,3.0,,
293_12,3.0,,,,,1.0,,
293_13,3.0,,,,,1.0,,
293_14,1.0,,,,,1.0,,
293_15,3.0,,,,,3.0,,
293_16,1.0,,,,,1.0,,
293_17,3.0,,,,,1.0,,
293_18,3.0,,,,,3.0,,
293_19,3.0,,,,,3.0,,
293_20,3.0,,,,,1.0,,
293_21,3.0,,,,,1.0,,
293_22,3.0,,,,,1.0,,
293_23,1.0,,,,,3.0,,
293_24,1.0,,,,,3.0,,
293_25,3.0,,,,,1.0,,
293_26,3.0,,,,,3.0,,
293_27,3.0,,,,,1.0,,
293_28,3.0,,,,,1.0,,
293_29,1.0,,,,,3.0,,
189_0,3.0,,3.0,,,,,
189_1,3.0,,3.0,,,,,
189_2,1.0,,1.0,,,,,
189_3,3.0,,3.0,,,,,
189_4,1.0,,1.0,,,,,
189_5,3.0,,1.0,,,,,
189_6,1.0,,3.0,,,,,
189_7,3.0,,3.0,,,,,
189_8,1.0,,1.0,,,,,
189_9,3.0,,3.0,,,,,
189_10,3.0,,3.0,,,,,
189_11,3.0,,3.0,,,,,
189_12,3.0,,3.0,,,,,
189_13,3.0,,3.0,,,,,
189_14,3.0,,3.0,,,,,
189_15,3.0,,3.0,,,,,
189_16,3.0,,3.0,,,,,
189_17,3.0,,3.0,,,,,
189_18,3.0,,3.0,,,,,
189_19,3.0,,3.0,,,,,
189_20,3.0,,3.0,,,,,
189_21,3.0,,3.0,,,,,
189_22,3.0,,3.0,,,,,
189_23,3.0,,3.0,,,,,
189_24,3.0,,3.0,,,,,
189_25,3.0,,3.0,,,,,
189_26,3.0,,3.0,,,,,
189_27,3.0,,3.0,,,,,
189_28,3.0,,3.0,,,,,
336_0,3.0,,,,3.0,,,
336_1,3.0,,,,1.0,,,
336_2,3.0,,,,3.0,,,
336_3,3.0,,,,3.0,,,
336_4,1.0,,,,1.0,,,
336_5,3.0,,,,1.0,,,
336_6,3.0,,,,3.0,,,
336_7,1.0,,,,3.0,,,
336_8,3.0,,,,3.0,,,
336_9,1.0,,,,1.0,,,
336_10,1.0,,,,1.0,,,
336_11,3.0,,,,3.0,,,
336_12,1.0,,,,1.0,,,
336_13,3.0,,,,3.0,,,
336_14,3.0,,,,3.0,,,
336_15,3.0,,,,1.0,,,
336_16,3.0,,,,3.0,,,
336_17,3.0,,,,3.0,,,
336_18,3.0,,,,3.0,,,
336_19,3.0,,,,3.0,,,
337_0,3.0,,,,3.0,,,
337_1,3.0,,,,3.0,,,
337_2,3.0,,,,3.0,,,
337_3,3.0,,,,3.0,,,
337_4,3.0,,,,3.0,,,
337_5,1.0,,,,3.0,,,
337_6,3.0,,,,3.0,,,
337_7,3.0,,,,3.0,,,
337_8,3.0,,,,3.0,,,
337_9,3.0,,,,3.0,,,
337_10,3.0,,,,3.0,,,
337_11,3.0,,,,3.0,,,
337_12,3.0,,,,3.0,,,
337_13,3.0,,,,3.0,,,
338_0,3.0,,,,3.0,,,
338_1,3.0,,,,3.0,,,
338_2,3.0,,,,3.0,,,
338_3,3.0,,,,3.0,,,
338_4,3.0,,,,3.0,,,
338_5,3.0,,,,3.0,,,
338_6,3.0,,,,3.0,,,
338_7,1.0,,,,3.0,,,
338_8,1.0,,,,1.0,,,
338_9,3.0,,,,3.0,,,
338_10,3.0,,,,3.0,,,
338_11,3.0,,,,3.0,,,
338_12,3.0,,,,3.0,,,
338_13,3.0,,,,3.0,,,
338_14,1.0,,,,1.0,,,
338_15,3.0,,,,3.0,,,
338_16,1.0,,,,3.0,,,
338_17,3.0,,,,3.0,,,
338_18,3.0,,,,3.0,,,
338_19,3.0,,,,3.0,,,
190_0,3.0,,3.0,,,,,
190_1,3.0,,3.0,,,,,
190_2,3.0,,3.0,,,,,
190_3,3.0,,3.0,,,,,
190_4,3.0,,3.0,,,,,
190_5,3.0,,3.0,,,,,
190_6,1.0,,1.0,,,,,
190_7,3.0,,3.0,,,,,
190_8,1.0,,1.0,,,,,
190_9,1.0,,3.0,,,,,
190_10,1.0,,1.0,,,,,
190_11,3.0,,3.0,,,,,
190_12,3.0,,3.0,,,,,
190_13,3.0,,3.0,,,,,
190_14,1.0,,1.0,,,,,
190_15,1.0,,1.0,,,,,
190_16,3.0,,3.0,,,,,
190_17,1.0,,1.0,,,,,
190_18,3.0,,3.0,,,,,
190_19,3.0,,3.0,,,,,
190_20,3.0,,3.0,,,,,
190_21,1.0,,3.0,,,,,
190_22,3.0,,3.0,,,,,
190_23,3.0,,3.0,,,,,
190_24,3.0,,3.0,,,,,
190_25,3.0,,1.0,,,,,
190_26,3.0,,3.0,,,,,
190_27,3.0,,3.0,,,,,
190_28,3.0,,3.0,,,,,
190_29,3.0,,3.0,,,,,
190_30,3.0,,3.0,,,,,
190_31,3.0,,3.0,,,,,
190_32,3.0,,1.0,,,,,
190_33,3.0,,3.0,,,,,
191_0,3.0,,3.0,,,,,
191_1,3.0,,3.0,,,,,
191_2,3.0,,3.0,,,,,
191_3,3.0,,3.0,,,,,
191_4,3.0,,3.0,,,,,
191_5,3.0,,3.0,,,,,
191_6,3.0,,3.0,,,,,
191_7,3.0,,3.0,,,,,
191_8,3.0,,3.0,,,,,
191_9,3.0,,3.0,,,,,
191_10,3.0,,3.0,,,,,
191_11,3.0,,3.0,,,,,
191_12,3.0,,1.0,,,,,
191_13,1.0,,1.0,,,,,
191_14,3.0,,3.0,,,,,
191_15,3.0,,3.0,,,,,
191_16,3.0,,3.0,,,,,
191_17,3.0,,3.0,,,,,
191_18,3.0,,3.0,,,,,
191_19,1.0,,1.0,,,,,
192_0,3.0,,3.0,,,,,
192_1,3.0,,3.0,,,,,
192_2,3.0,,3.0,,,,,
192_3,3.0,,3.0,,,,,
192_4,3.0,,3.0,,,,,
192_5,3.0,,3.0,,,,,
192_6,3.0,,3.0,,,,,
192_7,3.0,,3.0,,,,,
192_8,3.0,,3.0,,,,,
192_9,3.0,,3.0,,,,,
339_0,3.0,,,,3.0,,,
339_1,3.0,,,,3.0,,,
339_2,1.0,,,,1.0,,,
339_3,1.0,,,,1.0,,,
339_4,3.0,,,,3.0,,,
339_5,3.0,,,,3.0,,,
339_6,3.0,,,,3.0,,,
339_7,3.0,,,,3.0,,,
339_8,3.0,,,,3.0,,,
339_9,3.0,,,,3.0,,,
339_10,3.0,,,,1.0,,,
339_11,3.0,,,,3.0,,,
339_12,3.0,,,,3.0,,,
339_13,3.0,,,,3.0,,,
339_14,1.0,,,,1.0,,,
339_15,3.0,,,,3.0,,,
339_16,3.0,,,,3.0,,,
339_17,3.0,,,,3.0,,,
339_18,3.0,,,,3.0,,,
339_19,1.0,,,,1.0,,,
339_20,1.0,,,,1.0,,,
339_21,1.0,,,,1.0,,,
339_22,3.0,,,,3.0,,,
339_23,1.0,,,,1.0,,,
339_24,3.0,,,,3.0,,,
339_25,1.0,,,,1.0,,,
339_26,3.0,,,,3.0,,,
339_27,3.0,,,,3.0,,,
339_28,3.0,,,,3.0,,,
339_29,3.0,,,,3.0,,,
340_0,1.0,,,,1.0,,,
340_2,3.0,,,,3.0,,,
340_3,3.0,,,,3.0,,,
340_4,1.0,,,,1.0,,,
340_5,3.0,,,,3.0,,,
340_6,3.0,,,,3.0,,,
340_7,3.0,,,,3.0,,,
340_8,1.0,,,,1.0,,,
340_9,1.0,,,,1.0,,,
340_10,3.0,,,,3.0,,,
340_11,3.0,,,,3.0,,,
340_12,1.0,,,,1.0,,,
340_13,3.0,,,,3.0,,,
340_14,3.0,,,,3.0,,,
340_15,3.0,,,,3.0,,,
340_16,3.0,,,,3.0,,,
340_17,3.0,,,,3.0,,,
340_18,3.0,,,,3.0,,,
340_19,3.0,,,,3.0,,,
193_0,3.0,,3.0,,,,,
193_1,3.0,,3.0,,,,,
193_2,3.0,,3.0,,,,,
193_3,3.0,,3.0,,,,,
193_4,3.0,,3.0,,,,,
193_5,3.0,,3.0,,,,,
193_6,3.0,,3.0,,,,,
193_7,3.0,,3.0,,,,,
