,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN,argmin_max
7_9,2,pool,110,0,7,9,True,There is a lap pool and SPA sauna was out of order during my stay but steam room works fine,2018-02-06 00:00:00,-0.4769870936870575,"[0, 340, 708]",0.11014834661109774,"['2015-01-01', '2018-05-04 00:00:00']",7_0,a,5,
7_10,2,pool,110,1,7,10,True,Pool area was great,2018-07-03 13:10:03,0.4932112693786621,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_11,2,pool,110,1,7,11,True,Great service breakfast and facilities pool gym,2018-10-10 22:02:38,0.4989122152328491,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_12,2,pool,110,1,7,12,True,Pool sauna spa,2018-12-15 00:00:00,0.4334207177162169,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_13,2,pool,110,1,7,13,True,The hotel had a pool and gym area which included spa steam room sauna,2019-01-20 00:00:00,0.4944742321968079,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_14,2,pool,110,1,7,14,True,Kids love the pool,2019-05-14 09:50:15,0.4827233552932739,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_15,2,pool,110,1,7,15,True,Loved the pool and steam room,2019-06-09 00:00:00,0.4981634020805359,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_16,2,pool,110,1,7,16,True,We particularly enjoyed the pool gym and spa,2019-08-06 05:26:20,0.4623297452926636,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_18,2,pool,110,1,7,18,True,Their clean well maintained gym spa steam room and pool with very sensible opening hours can only be considered an added bonus,2019-08-26 23:50:03,0.478999376296997,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,
7_19,2,pool,110,1,7,19,True,Everyone is so helpful and the pool spa and all facilities are so clean,2019-11-05 00:00:00,0.4995978474617005,"[0, 340, 708]",0.18150681086505446,"['2018-05-08 00:00:00', '2020-03-24 07:05:20']",7_1,d,9,True
8_0,1,restaurant,110,0,8,0,False,We had paid for breakfast in advance but on reflection it would have been easier to go to one of the nearby cafes which seemed able to serve food and drink promptly,2015-03-17,-0.4862650334835053,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,
8_1,1,restaurant,110,0,8,1,False,Surprised with inconsistent pricing for wine in mini bar mine priced at 22 for half bottle my friend in a different room priced at 12 per half bottle same wine,2015-04-29,-0.4968580305576325,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,
8_2,1,restaurant,110,0,8,2,False,Restaurant on site is great and the hotel is still close to other restaurants check out Fancy Burger or From Orient,2015-08-30,-0.11182296276092528,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,
8_3,1,restaurant,110,0,8,3,False,For example the restaurant manager made sure to explain food selections available at breakfast while concierge suggested a range of dining options close by,2015-11-18,-0.4949924051761627,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,
8_4,1,restaurant,110,0,8,4,False,breakfast was very godreception staff very cold,2016-03-01,-0.451048344373703,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,
8_7,1,restaurant,110,0,8,7,False,ended up cancelling other plans to have dinner there again and again it was just fabulous,2016-09-28,-0.4058914184570313,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,
8_8,1,restaurant,110,0,8,8,False,Unfortunately the wheels got a bit wobbly in the Red Salt restaurant,2017-01-02,-0.4977614879608154,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,True
8_9,2,restaurant,110,0,8,9,True,Would like a few more options on the menu such as pastas or pizzas for room service but understandable since there are so many restaurants near by,2017-01-23,-0.495802253484726,"[0, 520, 870, 1250, 3068]",0.2021158649462192,"['2015-01-01', '2017-03-01']",8_0,a,8,
8_10,2,restaurant,110,1,8,10,True,The room was above expectations and the breakfast great value,2017-04-14,0.2190253138542176,"[0, 520, 870, 1250, 3068]",0.243519036394922,"['2017-03-02', '2018-02-05 00:00:00']",8_1,c,6,
8_11,2,restaurant,110,1,8,11,True,It offered juices fruits cereals croissants and pastries cheeses and the hot selection of sausages hash browns bacon tomato mushroom and so on together with an egg station for eggs any way,2017-06-09,0.22233718633651733,"[0, 520, 870, 1250, 3068]",0.243519036394922,"['2017-03-02', '2018-02-05 00:00:00']",8_1,c,6,
8_12,2,restaurant,110,1,8,12,True,I had the pork sliders as a late night snack and these were delicious,2017-07-20,0.21456056833267206,"[0, 520, 870, 1250, 3068]",0.243519036394922,"['2017-03-02', '2018-02-05 00:00:00']",8_1,c,6,
8_13,2,restaurant,110,1,8,13,True,Breakfast was good with a lot of variety and posibilitiy to get a small dish cooked,2017-09-30,0.22830402851104736,"[0, 520, 870, 1250, 3068]",0.243519036394922,"['2017-03-02', '2018-02-05 00:00:00']",8_1,c,6,
8_15,2,restaurant,110,1,8,15,True,Dinner menu was decent too,2018-01-17 00:00:00,0.2100328803062439,"[0, 520, 870, 1250, 3068]",0.243519036394922,"['2017-03-02', '2018-02-05 00:00:00']",8_1,c,6,True
8_16,1,restaurant,110,1,8,16,False,Breakfast was excellent but I could tell the difference from day to day with the staff,2018-01-17 06:36:38,0.2381601929664612,"[0, 520, 870, 1250, 3068]",0.243519036394922,"['2017-03-02', '2018-02-05 00:00:00']",8_1,c,6,
8_19,2,restaurant,110,2,8,19,True,We did not eat at the hotel but the breakfast did look great,2018-02-22 00:00:00,0.06791269779205322,"[0, 520, 870, 1250, 3068]",-0.013329519232269764,"['2018-02-06 00:00:00', '2018-06-25 13:50:53']",8_2,b,6,
8_22,2,restaurant,110,2,8,22,True,We dined at Salt The Pullman ’s restaurant,2018-04-07 00:00:00,0.1878601312637329,"[0, 520, 870, 1250, 3068]",-0.013329519232269764,"['2018-02-06 00:00:00', '2018-06-25 13:50:53']",8_2,b,6,
8_23,2,restaurant,110,2,8,23,True,April who severed us each morning at breakfast was helpful and very professional and cherfulwould have liked to been told they were putting some of the account on to given visa as would have preferred to have paid cash,2018-04-15 00:00:00,0.02867412567138672,"[0, 520, 870, 1250, 3068]",-0.013329519232269764,"['2018-02-06 00:00:00', '2018-06-25 13:50:53']",8_2,b,6,
8_24,2,restaurant,110,2,8,24,True,Comprehensive buffet breakfast,2018-05-07 00:00:00,0.21286481618881226,"[0, 520, 870, 1250, 3068]",-0.013329519232269764,"['2018-02-06 00:00:00', '2018-06-25 13:50:53']",8_2,b,6,True
8_26,2,restaurant,110,2,8,26,True,My friend also enjoyed her barramundi dish very much,2018-05-22 05:31:07,0.0652691125869751,"[0, 520, 870, 1250, 3068]",-0.013329519232269764,"['2018-02-06 00:00:00', '2018-06-25 13:50:53']",8_2,b,6,
8_27,1,restaurant,110,2,8,27,False,We really enjoyed our dinner and breakfast however the service in the restaurant in the evening was not up to our expectations,2018-06-20 00:10:39,0.058569788932800286,"[0, 520, 870, 1250, 3068]",-0.013329519232269764,"['2018-02-06 00:00:00', '2018-06-25 13:50:53']",8_2,b,6,
8_28,2,restaurant,110,3,8,28,True,Bar drinks were totally overpriced a glass of Peperjack Shiraz was 16,2018-08-17 06:35:14,-0.4961397349834442,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
8_29,2,restaurant,110,3,8,29,True,We did not use the mini bar Too expensive,2018-09-17 04:54:40,-0.4307260513305664,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
8_30,2,restaurant,110,3,8,30,True,Check in was delayed conferences facilities booked were ordinary meal in resturant was unsatisfactory and pressed laundary was returned lying on bed,2018-09-19 00:55:59,-0.4963457882404328,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,True
8_31,2,restaurant,110,3,8,31,True,Breakfast service was lousy,2018-12-24 12:20:55,-0.4878471791744232,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
8_32,2,restaurant,110,3,8,32,True,After the first dinner other than breakfast which was prepaid I did not eat there,2019-03-26 10:39:02,-0.00908777117729187,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
8_33,2,restaurant,110,3,8,33,True,Dinner Pork Belly tough and almost impossible to cut through skinBreakfast seemed to be a lack of staff tea coffee cups ran out no tea spoons,2019-04-27 09:53:05,-0.4901053309440613,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
8_35,2,restaurant,110,3,8,35,True,Our meal took over an hour to come out after we ordered it and used plates were not removed from our table or others around us,2019-05-14 10:10:48,-0.4956609904766083,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
8_36,2,restaurant,110,3,8,36,True,I ate at the Salt restaurant for breakfast only once and it had a wider selection than the lounge though the quality of what was on offer in the lounge was probably a little higher,2019-06-03 15:08:35,-0.4867958426475525,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
8_37,2,restaurant,110,3,8,37,True,I still have to pay the 34 for a full buffet brekie when I could only have a little of the scrambled egg left over with a slice of bread,2019-08-08 02:15:57,-0.4920896291732788,"[0, 520, 870, 1250, 3068]",0.13221044056953749,"['2018-06-26 02:33:57', '2020-04-12 00:00:00']",8_3,d,9,
9_0,1,room,110,0,9,0,False,Our room overlooked Hindmarsh Square with a view of the Southern Suburbs and Adelaide Hills,2015-03-10,-0.20862334966659546,"[0, 835, 4546]",0.18028754130071076,"['2015-01-01', '2017-11-22 07:05:33']",9_0,a,7,
9_1,2,room,110,0,9,1,True,Only thing that needs attention is the lack of water pressure and heat in the shower which only just adequate each of the 3 days i stayed,2015-04-16,-0.4965271949768066,"[0, 835, 4546]",0.18028754130071076,"['2015-01-01', '2017-11-22 07:05:33']",9_0,a,7,
9_2,1,room,110,0,9,2,False,On the downside the rooms themselves have so many small irritations it is hard to give a higher rating than 35,2015-09-03,-0.4910920262336731,"[0, 835, 4546]",0.18028754130071076,"['2015-01-01', '2017-11-22 07:05:33']",9_0,a,7,
9_5,1,room,110,0,9,5,False,No toilet paper replacement and room service dishes left in the room,2017-01-02,-0.4993398189544678,"[0, 835, 4546]",0.18028754130071076,"['2015-01-01', '2017-11-22 07:05:33']",9_0,a,7,True
9_6,2,room,110,0,9,6,True,Our basic deluxe room overlooked a car park,2017-04-05,-0.4989373981952667,"[0, 835, 4546]",0.18028754130071076,"['2015-01-01', '2017-11-22 07:05:33']",9_0,a,7,
9_7,2,room,110,0,9,7,True,Mini bar had non twist top beer bottles but no opener in room,2017-04-23,-0.4983741044998169,"[0, 835, 4546]",0.18028754130071076,"['2015-01-01', '2017-11-22 07:05:33']",9_0,a,7,
9_9,1,room,110,0,9,9,False,Clean and we will serviced room but only one chair to sit on for a double room,2017-07-21,0.17952960729599,"[0, 835, 4546]",0.18028754130071076,"['2015-01-01', '2017-11-22 07:05:33']",9_0,a,7,
9_10,2,room,110,1,9,10,True,We enjoy the facilities pool spa and indulged in room service the gentleman who delivered was very friendly accommodating,2018-08-01 01:28:45,0.4998801946640015,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,True
9_11,2,room,110,1,9,11,True,The girls had a wonderful time enjoying the comforts of their hotel room enjoying the balcony view wearing the complimentary bath robes utilizing the the swimming pool and enjoying the location close to the city when we went to dinner,2018-09-06 14:32:49,0.4997541308403015,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,
9_12,2,room,110,1,9,12,True,Our room was upgraded at no extra cost,2018-09-13 12:40:30,0.452268123626709,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,
9_14,2,room,110,1,9,14,True,Rooms were comfortable and clean facilities were good,2019-04-18 06:28:54,0.4983671307563782,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,
9_15,2,room,110,1,9,15,True,Our king size room was impeccable,2019-07-15 06:08:56,0.4969653487205506,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,
9_16,2,room,110,1,9,16,True,Comfy bed and nice big bathroom in my room,2019-07-17 06:43:31,0.4991506338119507,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,
9_17,2,room,110,1,9,17,True,The staff were extremely friendly and helpful and the rooms and facilities were first class,2019-08-20 02:42:15,0.4982832670211792,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,
9_19,2,room,110,1,9,19,True,The Food was fantastic the location was on point and the rooms were clean and welcoming,2019-12-23 00:00:00,0.4998669624328613,"[0, 835, 4546]",0.182384520400135,"['2017-11-22 07:06:15', '2020-04-12 00:00:00']",9_1,d,8,
10_3,2,reception,327,0,10,3,True,The GMs customer service is outstanding friendly genuine greeting,2015-12-30,0.4971991777420044,"[0, 385, 593]",0.4192787411086487,"['2015-01-02', '2017-08-23']",10_0,c,4,
10_4,2,reception,327,0,10,4,True,Front desk person Olga exceptionally friendly and helpful courteous and thoughtful had lots of suggestions to make our trip more enjoyable,2016-01-25,0.4990800619125366,"[0, 385, 593]",0.4192787411086487,"['2015-01-02', '2017-08-23']",10_0,c,4,
10_6,2,reception,327,0,10,6,True,Good location decoration and nice staff,2016-04-18,0.4996429681777954,"[0, 385, 593]",0.4192787411086487,"['2015-01-02', '2017-08-23']",10_0,c,4,True
10_8,2,reception,327,0,10,8,True,it is an old hotel but they do the best they can clean rooms comfortable bed and AMAZING STAFF,2016-12-17,0.4987233281135559,"[0, 385, 593]",0.4192787411086487,"['2015-01-02', '2017-08-23']",10_0,c,4,
10_10,2,reception,327,1,10,10,True,Wills in reception was an absolute delight,2017-11-14,0.07500702142715454,"[0, 385, 593]",0.34582242666685703,"['2017-08-26', '2020-03-12']",10_1,d,3,
10_17,2,reception,327,1,10,17,True,One star is for the hotel staff in the front office,2019-06-30,0.3453589677810669,"[0, 385, 593]",0.34582242666685703,"['2017-08-26', '2020-03-12']",10_1,d,3,
10_19,1,reception,327,1,10,19,False,The parking is first come first served but I got lucky and found a nice roomy spot in front where I felt my car was secure and not likely to get dinged by neighboring car doors my assessment turned out to be corectI did n’t know the front desk closed at 11 pm,2019-10-07,-0.4908533990383148,"[0, 385, 593]",0.34582242666685703,"['2017-08-26', '2020-03-12']",10_1,d,3,True
11_0,2,pool,327,0,11,0,True,They have a heated pool which is comfortable to swim in and a jacuzi,2015-02-03,0.4810839295387268,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,
11_1,2,pool,327,0,11,1,True,Nice pool and jacuzi,2015-08-12,0.4983667731285095,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,
11_2,2,pool,327,0,11,2,True,Rooms adjacent to the pool brilliant fun,2015-09-01,0.494136095046997,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,
11_5,2,pool,327,0,11,5,True,Free parking breakfast included nice staff good pool close to the sea,2016-04-19,0.4994707703590393,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,
11_6,2,pool,327,0,11,6,True,Location pool laundry and very friendly and helpful staff,2016-06-23,0.4997562766075134,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,
11_7,2,pool,327,0,11,7,True,Nice hot tub and pool excellent location 5 min from beach,2016-07-05,0.4997888207435608,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,
11_8,2,pool,327,0,11,8,True,The grandkids loved the heated pool,2017-01-06,0.4850881695747376,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,
11_9,2,pool,327,0,11,9,True,A convenient location to the areas activities and the hot tub and swimming pool were working Excellent location THe ocean is just a short 4 minute walk from the hotel,2017-08-09,0.4998669624328613,"[0, 115, 146]",0.2047972555609717,"['2015-01-14', '2018-11-02']",11_0,b,8,True
11_11,1,pool,327,1,11,11,False,Pool although smalWas very heated,2019-04-10,-0.4686033725738525,"[0, 115, 146]",-0.021809336879561023,"['2018-12-03', '2020-02-01']",11_1,d,6,
11_14,2,pool,327,1,11,14,True,Pool area not the best,2019-07-14,-0.4954854846000672,"[0, 115, 146]",-0.021809336879561023,"['2018-12-03', '2020-02-01']",11_1,d,6,
